ID,Q201601_MILES,Q201601_SPONSORS,Q201602_MILES,Q201602_SPONSORS,Q201603_MILES,Q201603_SPONSORS,Q201604_MILES,Q201604_SPONSORS,FLAG,MILES201601GROCERY,MILES201602GROCERY,MILES201603GROCERY,MILES201604GROCERY,MILES201601CREDIT_CARD,MILES201602CREDIT_CARD,MILES201603CREDIT_CARD,MILES201604CREDIT_CARD,MILES201601OTHER,MILES201602OTHER,MILES201603OTHER,MILES201604OTHER,PROGRAM_TIER,PROVINCE,EMAIL_OPTIN,DEC_2016_ACCOUNT_BALANCE
28936,43,3,46,3,27,3,52,4,0,5,2,1,11,0,0,0,0,38,44,26,41,B,NB,N,161
28937,12,2,22,3,13,2,16,3,0,6,8,9,11,0,0,0,0,6,14,4,5,B,NB,N,625
28939,100,5,68,3,82,5,75,6,1,89,55,72,57,0,0,0,0,11,13,10,18,B,NB,N,2611
28940,66,5,81,5,51,6,54,2,0,0,0,0,0,0,0,0,0,66,81,51,54,B,NB,N,1704
28941,223,3,206,4,155,2,151,4,0,0,1,0,0,0,0,0,0,223,205,155,151,B,NB,N,305
28942,22,4,16,5,30,3,48,4,0,16,7,14,6,0,0,0,0,6,9,16,42,B,NB,Y,757
28944,80,3,50,2,44,3,51,2,0,57,40,32,41,0,0,0,0,23,10,12,10,B,NB,N,844
28945,71,3,107,3,64,4,116,3,1,37,75,47,81,0,0,0,0,34,32,17,35,B,NB,N,265
28946,124,7,123,7,112,6,145,6,0,45,53,34,88,0,0,0,0,79,70,78,57,B,NB,N,1344
28947,92,6,73,5,184,5,94,7,0,39,37,41,42,0,0,0,0,53,36,143,52,B,NB,Y,1362
28948,52,3,79,4,56,4,30,3,0,0,3,19,15,0,0,0,0,52,76,37,15,B,NB,N,1768
28949,27,4,11,2,24,3,22,3,1,17,3,8,15,0,0,0,0,10,8,16,7,B,NB,N,399
28950,39,2,22,4,27,4,38,4,0,0,2,1,4,0,0,0,0,39,20,26,34,B,NB,Y,758
28952,58,4,51,4,56,4,60,4,0,37,32,37,46,0,0,0,0,21,19,19,14,B,NB,N,1519
28953,21,3,16,3,15,3,45,4,0,18,10,11,15,0,0,0,0,3,6,4,30,B,NB,Y,45
28954,29,1,27,1,31,1,34,1,0,0,0,0,0,0,0,0,0,29,27,31,34,B,NB,N,726
28955,148,7,129,5,111,5,134,6,0,68,57,32,43,0,0,0,0,80,72,79,91,G,NB,Y,96
28956,55,1,12,1,28,1,31,1,1,55,12,28,31,0,0,0,0,0,0,0,0,B,QC,Y,703
28958,106,5,106,7,36,7,53,7,0,24,30,9,18,0,0,0,0,82,76,27,35,B,NB,N,1522
28960,59,3,25,2,24,4,49,4,0,37,19,14,46,0,0,0,0,22,6,10,3,B,NB,N,21
28962,32,1,60,3,30,2,15,2,0,32,31,15,14,0,0,0,0,0,29,15,1,B,QC,N,2189
28963,201,5,21,6,29,6,34,4,1,41,12,5,27,0,0,0,0,160,9,24,7,B,NB,N,810
28964,34,4,62,4,41,4,49,4,0,19,53,25,27,0,0,0,0,15,9,16,22,B,QC,N,337
28965,22,2,25,1,16,1,103,3,0,17,25,16,24,0,0,0,0,5,0,0,79,B,NB,N,1827
28966,29,4,40,4,36,4,40,4,0,4,11,12,11,0,0,0,0,25,29,24,29,B,NB,N,1230
28967,31,3,31,3,23,3,33,2,0,15,20,9,11,0,0,0,0,16,11,14,22,B,NB,N,1972
28969,59,4,52,3,52,3,90,3,0,19,24,27,44,0,0,0,0,40,28,25,46,B,NB,N,2020
28971,160,7,129,5,47,6,65,5,1,101,36,9,27,0,0,0,0,59,93,38,38,G,NB,Y,152
28973,160,5,109,4,88,4,75,3,0,3,6,2,0,0,0,0,0,157,103,86,75,B,NB,Y,1571
28974,63,2,71,3,75,5,64,3,0,40,60,52,56,0,0,0,0,23,11,23,8,B,NB,Y,494
28979,13,2,13,2,30,2,28,2,1,0,0,0,0,0,0,0,0,13,13,30,28,B,QC,N,651
28980,67,2,47,2,44,2,50,3,0,66,44,37,47,0,0,0,0,1,3,7,3,B,AB,N,3931
28981,30,2,21,2,35,1,11,2,0,26,20,35,8,0,0,0,0,4,1,0,3,B,QC,N,860
28982,20,4,18,4,24,3,18,3,0,9,7,11,6,0,0,0,0,11,11,13,12,B,ON,N,1269
28983,12,3,15,2,36,3,26,2,0,0,0,12,0,0,0,0,0,12,15,24,26,B,ON,Y,1021
28984,102,4,128,4,119,4,167,4,0,63,61,63,75,0,0,0,0,39,67,56,92,G,PE,Y,2806
28985,12,3,25,3,34,2,62,2,0,1,10,3,20,0,0,0,0,11,15,31,42,B,SK,Y,1277
28987,43,4,12,4,38,4,12,3,1,4,8,4,8,0,0,0,0,39,4,34,4,B,ON,Y,171
28988,43,2,43,3,35,5,39,4,0,36,37,10,29,0,0,0,0,7,6,25,10,B,QC,Y,1065
28989,235,3,223,5,367,5,211,3,0,7,17,21,1,217,191,336,209,11,15,10,1,G,NL,Y,1098
28990,46,5,28,5,39,5,38,5,0,9,1,6,10,0,0,0,0,37,27,33,28,B,ON,N,996
28993,25,4,14,2,20,4,12,3,0,0,0,9,2,0,0,0,0,25,14,11,10,B,ON,N,1871
28995,1171,11,779,9,143,5,168,6,1,11,16,6,3,1026,696,112,119,134,67,25,46,O,ON,Y,991
28997,19,1,18,4,12,2,27,2,0,0,1,1,0,0,0,0,0,19,17,11,27,B,ON,N,2829
28999,50,2,51,2,50,2,48,3,0,0,0,0,0,0,0,0,0,50,51,50,48,B,ON,N,2047
29000,37,5,117,5,74,4,39,3,0,16,17,48,31,0,0,0,0,21,100,26,8,B,QC,N,299
29001,123,4,183,5,155,4,130,4,0,67,102,85,85,0,0,0,0,56,81,70,45,G,ON,Y,177
29002,150,5,41,4,62,2,54,3,1,6,2,31,21,0,0,0,0,144,39,31,33,B,ON,Y,258
29003,26,3,36,3,12,2,17,3,0,14,19,11,11,0,0,0,0,12,17,1,6,B,AB,Y,1926
29004,16,5,54,5,20,3,35,2,0,9,20,13,31,0,0,0,0,7,34,7,4,B,ON,N,6741
29005,89,3,80,4,73,4,57,3,1,18,17,24,21,64,59,46,33,7,4,3,3,B,AB,Y,3322
29006,58,1,34,3,15,4,57,4,1,58,13,10,32,0,0,0,0,0,21,5,25,B,ON,N,5121
29007,57,3,67,3,67,2,75,4,0,47,51,56,53,0,0,0,0,10,16,11,22,B,ON,Y,2093
29010,30,3,31,2,30,2,26,3,0,0,0,0,0,0,0,0,0,30,31,30,26,B,ON,Y,664
29011,949,8,959,6,190,6,561,6,0,4,3,1,0,880,896,139,511,65,60,50,50,G,ON,Y,11293
29014,113,4,162,7,146,8,136,6,0,63,80,68,85,0,0,0,0,50,82,78,51,G,NL,N,5374
29016,176,3,131,4,73,3,106,4,1,151,84,48,72,0,0,0,0,25,47,25,34,G,AB,Y,4427
29017,23,5,55,5,49,3,54,5,0,9,25,31,24,0,0,0,0,14,30,18,30,B,ON,N,562
29018,27,4,21,5,95,5,18,4,0,13,5,80,0,0,0,0,0,14,16,15,18,B,QC,N,2739
29019,960,8,2465,8,3180,6,1596,7,0,171,201,180,128,694,2220,2939,1389,95,44,61,79,O,NB,N,17092
29023,17,3,11,3,13,2,19,2,0,10,3,6,7,0,0,0,0,7,8,7,12,B,ON,N,921
29024,13,6,17,4,23,4,26,4,0,4,2,5,19,0,0,0,0,9,15,18,7,B,ON,Y,669
29025,20,1,11,1,16,1,11,2,0,20,11,16,10,0,0,0,0,0,0,0,1,B,QC,N,401
29026,34,4,118,4,29,4,52,7,0,9,1,0,10,0,0,0,0,25,117,29,42,B,ON,N,1707
29027,39,3,41,3,33,5,34,3,0,35,37,29,29,0,0,0,0,4,4,4,5,B,ON,N,1885
29028,15,4,19,4,40,5,15,4,0,1,4,4,0,0,0,0,0,14,15,36,15,B,AB,N,1155
29029,17,2,27,3,37,3,183,4,0,9,13,15,20,0,0,0,0,8,14,22,163,B,PE,N,1211
29031,20,2,17,4,34,5,34,3,0,18,13,14,26,0,0,0,0,2,4,20,8,B,ON,N,455
29033,23,2,31,3,24,3,35,2,0,22,24,22,28,0,0,0,0,1,7,2,7,B,QC,Y,243
29034,33,4,22,4,29,4,35,2,0,27,11,21,29,0,0,0,0,6,11,8,6,G,AB,Y,2573
29036,41,2,56,5,46,2,48,2,0,36,49,42,45,0,0,0,0,5,7,4,3,B,NB,N,2814
29038,675,1,532,2,533,4,867,3,0,0,0,3,0,675,525,530,863,0,7,0,4,G,BC,Y,9620
29039,25,2,29,2,27,2,25,2,0,0,0,0,0,24,23,24,24,1,6,3,1,B,QC,N,1289
29040,215,1,227,1,235,1,183,1,0,0,0,0,0,215,227,235,183,0,0,0,0,B,QC,N,7209
29041,351,8,104,11,68,7,112,7,1,10,22,25,27,291,9,12,24,50,73,31,61,G,ON,N,11165
29043,43,2,28,1,107,1,78,2,0,1,0,0,0,42,28,107,76,0,0,0,2,B,BC,N,2174
29044,159,5,224,5,242,5,77,4,0,16,12,41,17,117,186,178,45,26,26,23,15,B,NS,Y,4117
29045,238,4,411,4,348,4,387,4,0,2,1,5,1,210,405,334,353,26,5,9,33,G,AB,N,3783
29046,115,1,190,1,60,4,89,3,0,115,190,51,87,0,0,0,0,0,0,9,2,G,BC,N,2809
29048,161,4,318,5,294,3,237,5,0,29,28,35,23,122,282,253,194,10,8,6,20,G,NL,Y,7272
29049,30,3,22,3,41,5,21,3,0,20,6,16,13,0,0,0,0,10,16,25,8,B,QC,Y,1449
29050,815,2,694,2,588,1,609,3,0,1,1,0,1,814,693,588,605,0,0,0,3,G,BC,Y,3209
29051,74,4,54,3,82,3,43,3,0,47,38,64,37,0,0,0,0,27,16,18,6,B,QC,N,651
29052,199,2,372,3,214,3,205,2,0,0,10,1,0,196,360,207,203,3,2,6,2,G,QC,Y,2785
29053,420,1,187,1,436,1,229,1,0,0,0,0,0,420,187,436,229,0,0,0,0,G,AB,N,5525
29054,54,3,74,4,97,3,84,3,0,51,64,56,74,0,0,0,0,3,10,41,10,G,ON,Y,600
29055,98,4,120,7,121,7,126,4,0,58,63,67,82,0,0,0,0,40,57,54,44,G,NL,Y,1527
29056,64,2,60,2,98,3,67,2,0,63,59,57,66,0,0,0,0,1,1,41,1,B,NL,Y,356
29058,22,3,28,2,29,1,35,2,0,19,26,29,28,0,0,0,0,3,2,0,7,B,QC,N,347
29059,17,1,96,1,13,1,114,1,0,0,0,0,0,17,96,13,114,0,0,0,0,B,ON,N,2469
29060,36,2,68,4,52,4,166,3,0,26,54,43,106,0,0,0,0,10,14,9,60,G,BC,Y,34
29061,18,2,50,7,20,3,31,3,0,17,26,17,27,0,0,0,0,1,24,3,4,B,MB,Y,603
29065,45,3,46,2,43,2,60,4,0,32,23,41,40,0,0,0,0,13,23,2,20,B,QC,Y,1966
29066,64,3,19,5,44,4,49,4,1,59,6,28,36,0,0,0,0,5,13,16,13,B,QC,Y,624
29067,74,3,166,2,99,4,32,2,0,69,164,92,30,0,0,0,0,5,2,7,2,G,BC,Y,421
29069,304,2,270,3,265,1,197,2,1,0,0,0,0,297,263,265,196,7,7,0,1,G,ON,N,3013
29071,44,1,56,1,58,1,74,1,0,44,56,58,74,0,0,0,0,0,0,0,0,B,QC,N,1203
29072,14,2,38,2,55,3,19,2,0,5,29,34,13,0,0,0,0,9,9,21,6,B,QC,N,1002
29073,51,2,79,2,50,2,49,2,0,45,62,42,41,0,0,0,0,6,17,8,8,B,QC,N,724
29074,57,4,63,4,85,4,71,4,0,33,52,73,59,0,0,0,0,24,11,12,12,B,QC,N,4025
29077,213,3,205,3,239,3,252,2,0,167,170,183,186,0,0,0,0,46,35,56,66,G,QC,N,3141
29079,59,2,28,3,62,2,50,2,0,57,24,45,35,0,0,0,0,2,4,17,15,B,QC,N,101
29080,89,2,68,3,91,2,92,3,0,87,66,88,87,0,0,0,0,2,2,3,5,B,QC,N,1796
29081,68,4,45,4,38,3,56,5,0,8,5,13,24,0,0,0,0,60,40,25,32,B,QC,N,206
29082,36,2,42,3,19,3,48,3,0,33,18,17,36,0,0,0,0,3,24,2,12,B,QC,N,377
29083,79,4,109,4,97,5,75,3,0,66,86,85,69,0,0,0,0,13,23,12,6,B,QC,N,161
29084,25,2,24,1,29,2,24,1,0,24,24,25,24,0,0,0,0,1,0,4,0,B,QC,Y,912
29085,45,2,64,2,61,2,43,2,0,35,63,56,40,0,0,0,0,10,1,5,3,B,QC,N,67
29086,18,1,14,1,19,1,14,1,0,18,14,19,14,0,0,0,0,0,0,0,0,B,QC,N,1020
29087,59,3,52,4,47,5,38,4,0,50,33,32,29,0,0,0,0,9,19,15,9,B,QC,N,517
29088,75,2,71,3,55,2,60,3,0,63,54,52,54,0,0,0,0,12,17,3,6,B,QC,N,147
29089,52,1,44,2,47,2,88,3,0,52,43,47,35,0,0,0,0,0,1,0,53,B,QC,N,1908
29091,197,4,200,4,215,4,225,3,0,187,182,190,195,0,0,0,0,10,18,25,30,G,QC,Y,4409
29093,43,2,94,2,36,2,35,2,1,38,24,35,34,0,0,0,0,5,70,1,1,B,QC,N,1096
29094,57,2,69,2,50,2,26,2,0,44,51,34,12,0,0,0,0,13,18,16,14,B,QC,Y,279
29095,113,2,126,1,105,1,113,1,0,112,126,105,113,0,0,0,0,1,0,0,0,B,QC,Y,54
29097,24,1,22,3,21,2,20,2,0,24,16,19,17,0,0,0,0,0,6,2,3,B,QC,Y,1363
29100,97,2,85,1,75,2,76,2,0,93,85,72,72,0,0,0,0,4,0,3,4,B,QC,N,686
29101,31,2,28,3,27,2,29,2,0,30,21,23,21,0,0,0,0,1,7,4,8,B,QC,N,2599
29102,14,3,44,4,24,3,31,2,0,10,9,14,16,0,0,0,0,4,35,10,15,B,QC,N,3179
29103,145,2,91,3,108,2,121,2,0,142,84,95,113,0,0,0,0,3,7,13,8,B,QC,Y,1085
29104,65,1,109,2,101,1,29,1,1,65,100,101,29,0,0,0,0,0,9,0,0,B,QC,Y,1934
29105,59,3,106,3,123,3,77,2,0,37,33,23,36,12,69,99,41,10,4,1,0,B,QC,N,187
29106,90,5,111,3,97,3,143,3,0,67,92,83,109,0,0,0,0,23,19,14,34,B,QC,Y,228
29108,19,2,21,2,32,2,27,2,0,17,18,22,21,0,0,0,0,2,3,10,6,B,QC,N,839
29109,60,3,37,2,54,1,42,3,1,54,36,54,34,0,0,0,0,6,1,0,8,B,QC,Y,827
29111,89,3,112,4,101,4,115,3,0,79,102,87,105,0,0,0,0,10,10,14,10,B,QC,Y,3624
29112,63,1,78,2,99,4,52,4,0,63,77,85,47,0,0,0,0,0,1,14,5,B,QC,N,64
29113,94,4,62,3,69,3,117,4,1,64,55,46,40,0,0,0,0,30,7,23,77,B,QC,Y,1539
29114,70,3,55,3,49,2,32,3,0,62,42,41,26,0,0,0,0,8,13,8,6,B,QC,Y,1429
29116,23,3,24,4,25,3,18,4,0,3,3,0,3,0,0,0,0,20,21,25,15,B,NB,N,1431
29117,24,2,168,5,108,5,33,5,0,20,21,22,15,0,61,15,5,4,86,71,13,G,NS,Y,133
29118,42,2,58,2,49,2,104,2,0,21,24,30,31,0,0,0,0,21,34,19,73,B,NS,Y,166
29120,20,2,19,2,37,3,18,2,0,11,16,34,17,0,0,0,0,9,3,3,1,B,NS,N,975
29123,301,2,416,2,756,3,481,3,1,4,7,9,11,0,0,0,0,297,409,747,470,G,NB,N,6921
29125,68,2,64,4,24,4,55,4,0,1,0,0,2,0,0,0,0,67,64,24,53,B,NL,N,147
29127,29,3,21,2,22,2,33,2,1,25,20,20,32,0,0,0,0,4,1,2,1,B,ON,N,270
29128,16,3,12,4,15,1,23,3,0,1,0,15,15,0,0,0,0,15,12,0,8,B,ON,N,744
29129,26,3,19,3,22,2,36,3,0,9,2,2,4,0,0,0,0,17,17,20,32,B,ON,N,2220
29130,22,6,22,3,43,9,33,4,0,11,16,25,25,0,0,0,0,11,6,18,8,B,ON,N,1493
29131,12,2,59,3,26,4,11,2,0,4,39,22,10,0,0,0,0,8,20,4,1,B,QC,Y,1601
29132,134,4,179,4,234,4,111,5,0,122,80,95,87,0,0,0,0,12,99,139,24,G,QC,N,152
29133,12,1,28,1,12,1,15,1,0,12,28,12,15,0,0,0,0,0,0,0,0,B,SK,N,39
29134,35,2,44,3,57,1,81,1,0,0,0,0,0,32,39,57,81,3,5,0,0,B,ON,N,545
29135,40,5,96,7,43,5,131,7,0,31,41,20,41,5,0,0,31,4,55,23,59,G,BC,Y,1245
29136,108,4,92,5,70,6,113,4,0,60,59,28,47,0,0,0,0,48,33,42,66,B,NS,N,1147
29137,321,7,745,7,675,7,448,6,0,19,49,51,27,285,677,580,404,17,19,44,17,G,SK,Y,8352
29138,36,3,38,4,36,3,54,3,0,2,2,1,10,0,0,0,0,34,36,35,44,B,AB,Y,1239
29139,81,3,166,5,75,4,104,4,0,75,130,70,96,0,0,0,0,6,36,5,8,B,QC,N,1851
29140,65,4,50,3,45,5,45,3,0,61,44,33,43,0,0,0,0,4,6,12,2,B,MB,N,3313
29141,367,2,313,4,200,3,15,2,1,26,3,3,7,341,297,191,0,0,13,6,8,G,SK,Y,865
29142,649,1,548,1,1037,1,1440,3,0,0,0,0,0,649,548,1037,1437,0,0,0,3,G,ON,Y,10265
29143,19,3,52,4,46,4,16,4,0,10,20,4,3,0,0,0,0,9,32,42,13,B,BC,N,1227
29145,14,2,16,1,19,1,11,1,0,14,16,19,11,0,0,0,0,0,0,0,0,B,NB,Y,277
29146,312,6,847,5,539,5,466,3,0,4,1,0,0,297,840,530,460,11,6,9,6,G,AB,Y,964
29148,201,3,320,4,196,5,177,5,0,16,8,8,31,0,0,0,0,185,312,188,146,G,NS,N,605
29149,24,1,17,2,18,2,37,3,0,24,17,18,23,0,0,0,0,0,0,0,14,B,NB,N,693
29150,103,2,101,2,88,2,78,2,0,94,76,69,57,0,0,0,0,9,25,19,21,B,QC,N,160
29151,69,2,71,2,90,2,118,3,0,49,49,70,63,0,0,0,0,20,22,20,55,B,QC,N,438
29152,12,2,16,3,29,2,106,4,0,1,1,4,0,0,0,0,0,11,15,25,106,B,QC,N,253
29153,12,4,44,3,28,4,11,3,0,1,3,10,4,0,0,0,0,11,41,18,7,B,QC,Y,74
29154,56,4,21,3,16,3,13,1,1,15,12,0,0,0,0,0,0,41,9,16,13,B,QC,Y,1032
29155,72,3,69,4,88,4,66,3,0,52,29,51,33,0,0,0,0,20,40,37,33,G,QC,Y,336
29158,52,2,49,2,34,1,35,2,0,50,48,34,34,0,0,0,0,2,1,0,1,B,QC,N,2776
29160,13,2,17,3,41,3,27,4,0,12,13,20,18,0,0,0,0,1,4,21,9,B,QC,N,389
29161,141,3,49,3,109,3,60,3,0,69,28,90,35,0,0,0,0,72,21,19,25,B,QC,Y,390
29163,21,2,30,3,38,3,24,2,0,0,1,35,22,0,0,0,0,21,29,3,2,B,QC,Y,327
29164,74,2,63,1,81,3,89,2,0,65,63,72,78,0,0,0,0,9,0,9,11,B,QC,N,1960
29165,73,5,62,3,74,5,100,3,0,48,55,60,89,0,0,0,0,25,7,14,11,B,QC,Y,2894
29166,53,3,68,4,88,3,72,4,0,43,51,67,52,0,0,0,0,10,17,21,20,B,QC,Y,486
29167,48,2,34,2,32,4,29,3,0,44,30,18,26,0,0,0,0,4,4,14,3,B,QC,N,1227
29168,30,2,28,2,32,3,22,2,0,29,24,25,17,0,0,0,0,1,4,7,5,B,QC,N,188
29169,13,2,307,5,92,4,22,3,0,11,28,26,19,0,267,61,2,2,12,5,1,B,QC,N,1707
29170,204,3,185,2,305,2,440,2,0,2,0,0,0,201,182,299,429,1,3,6,11,G,QC,N,1898
29171,32,4,20,1,45,2,34,1,0,1,0,0,0,0,0,0,0,31,20,45,34,B,QC,Y,131
29174,139,3,198,5,129,3,21,5,0,50,70,72,48,0,0,0,0,89,128,57,-27,B,QC,Y,1663
29175,73,3,41,3,47,3,54,3,0,57,31,30,45,0,0,0,0,16,10,17,9,B,QC,Y,1498
29176,34,2,41,3,26,3,31,2,0,31,20,10,18,0,0,0,0,3,21,16,13,B,QC,N,738
29178,25,2,42,3,69,2,23,3,0,24,27,59,13,0,0,0,0,1,15,10,10,B,QC,N,2247
29179,56,3,39,2,133,3,29,2,0,5,4,1,0,0,0,0,0,51,35,132,29,B,QC,N,481
29180,38,3,57,3,44,2,26,2,0,27,49,39,21,0,0,0,0,11,8,5,5,B,QC,N,384
29181,21,3,20,3,45,4,72,3,0,8,11,12,13,0,0,0,0,13,9,33,59,B,QC,Y,1480
29182,40,2,16,1,13,1,13,1,1,37,16,13,13,0,0,0,0,3,0,0,0,B,QC,N,1040
29183,27,2,31,4,44,4,22,2,0,26,25,31,20,0,0,0,0,1,6,13,2,B,QC,N,1374
29184,145,3,126,3,96,3,120,4,0,132,106,89,90,0,0,0,0,13,20,7,30,B,QC,Y,50
29185,61,4,66,3,61,3,75,3,0,42,41,41,41,0,0,0,0,19,25,20,34,G,QC,Y,184
29187,22,3,18,3,17,3,35,3,0,16,10,12,31,0,0,0,0,6,8,5,4,B,QC,N,1000
29188,27,2,35,2,11,2,88,2,0,0,0,0,0,0,0,0,0,27,35,11,88,B,QC,N,765
29194,24,4,39,3,40,4,20,2,0,19,35,34,19,0,0,0,0,5,4,6,1,B,QC,Y,75
29195,47,3,41,3,33,2,45,3,0,38,37,32,37,0,0,0,0,9,4,1,8,B,QC,Y,228
29196,70,2,83,3,70,4,71,2,0,44,44,48,16,0,0,0,0,26,39,22,55,B,QC,N,1018
29197,114,5,72,4,87,4,86,4,0,83,62,74,47,0,0,0,0,31,10,13,39,B,QC,Y,173
29198,22,3,23,2,35,3,15,2,0,16,19,18,10,0,0,0,0,6,4,17,5,B,QC,Y,43
29199,47,2,32,3,38,3,30,2,0,41,27,31,28,0,0,0,0,6,5,7,2,B,QC,Y,46
29200,153,6,91,4,105,4,154,4,0,103,45,67,75,0,0,0,0,50,46,38,79,B,QC,N,8332
29201,54,3,42,3,28,3,32,3,0,16,16,3,18,0,0,0,0,38,26,25,14,B,QC,Y,99
29202,25,1,31,1,17,1,32,2,0,25,31,17,31,0,0,0,0,0,0,0,1,B,QC,N,1234
29203,57,3,63,5,52,3,73,3,0,55,51,45,57,0,0,0,0,2,12,7,16,B,QC,N,3268
29206,21,3,11,3,15,3,30,5,1,20,8,10,26,0,0,0,0,1,3,5,4,B,QC,Y,2182
29209,1987,6,1791,6,1066,5,1066,6,0,155,98,55,91,1743,1612,951,912,89,81,60,63,O,QC,Y,20119
29211,20,2,46,2,83,3,106,3,0,16,36,69,97,0,0,0,0,4,10,14,9,B,QC,Y,777
29212,28,3,35,3,34,3,32,3,0,6,12,16,7,0,0,0,0,22,23,18,25,B,QC,N,1392
29214,81,2,82,2,76,2,69,2,0,78,75,72,64,0,0,0,0,3,7,4,5,B,QC,N,51
29217,24,2,48,4,18,3,56,3,0,0,10,0,7,0,0,0,0,24,38,18,49,B,QC,Y,230
29219,180,5,119,3,123,5,73,3,0,99,87,95,65,0,0,0,0,81,32,28,8,B,QC,Y,606
29220,53,3,41,3,61,2,23,2,1,45,35,46,18,0,0,0,0,8,6,15,5,B,QC,Y,100
29221,75,4,54,3,57,5,140,4,0,0,0,1,21,0,0,0,0,75,54,56,119,B,QC,N,274
29222,14,2,12,1,25,2,50,3,0,5,0,0,14,0,0,0,0,9,12,25,36,B,QC,N,500
29223,116,3,512,2,546,4,166,5,0,11,0,11,4,98,507,530,154,7,5,5,8,G,QC,Y,4992
29224,16,2,31,2,25,2,20,2,0,14,28,21,16,0,0,0,0,2,3,4,4,B,QC,N,754
29226,106,3,71,3,61,3,48,5,1,58,56,35,30,0,0,0,0,48,15,26,18,B,QC,Y,110
29228,18,3,36,3,28,2,20,2,1,11,18,26,8,0,0,0,0,7,18,2,12,B,QC,N,46
29229,131,2,133,1,135,4,123,2,0,129,133,129,119,0,0,0,0,2,0,6,4,B,QC,N,5029
29230,40,2,47,2,47,2,34,2,0,37,46,42,31,0,0,0,0,3,1,5,3,B,QC,N,168
29231,250,4,182,2,188,5,185,5,0,206,178,158,155,0,0,0,0,44,4,30,30,B,QC,Y,775
29233,29,1,26,2,29,3,21,4,0,0,0,10,11,0,0,0,0,29,26,19,10,B,NB,N,421
29235,116,3,127,4,93,4,169,4,0,103,102,82,85,0,0,0,71,13,25,11,13,B,QC,Y,3586
29236,50,3,22,2,11,2,37,2,0,15,12,4,15,0,0,0,0,35,10,7,22,B,QC,N,1672
29237,82,3,151,4,98,3,89,4,0,68,58,67,74,0,0,0,0,14,93,31,15,B,QC,N,309
29238,47,2,53,2,46,2,70,2,0,40,42,35,57,0,0,0,0,7,11,11,13,B,QC,Y,1040
29241,26,2,27,3,13,2,36,3,0,8,1,0,10,0,0,0,0,18,26,13,26,B,QC,N,646
29242,21,3,33,5,50,4,48,4,0,19,21,40,39,0,0,0,0,2,12,10,9,B,QC,N,213
29243,68,2,61,2,99,3,55,2,0,65,53,49,52,0,0,0,0,3,8,50,3,B,QC,Y,149
29244,80,1,300,1,220,1,164,1,0,0,0,0,0,80,300,220,164,0,0,0,0,B,QC,N,1620
29245,13,1,15,2,24,1,26,1,0,0,0,0,0,0,0,0,0,13,15,24,26,B,QC,N,207
29246,39,3,41,4,59,4,14,3,1,30,30,36,11,0,0,0,0,9,11,23,3,B,QC,N,1657
29249,66,2,85,2,55,3,25,3,0,62,83,52,20,0,0,0,0,4,2,3,5,B,QC,Y,123
29250,139,1,110,1,117,1,197,1,0,0,0,0,0,139,110,117,197,0,0,0,0,B,QC,N,4283
29252,40,3,22,2,17,2,23,3,1,3,0,2,0,0,0,0,0,37,22,15,23,B,AB,Y,3863
29253,78,1,162,1,95,1,85,1,0,0,0,0,0,78,162,95,85,0,0,0,0,B,QC,N,6102
29254,12,2,32,2,12,3,88,4,0,6,14,7,9,0,0,0,0,6,18,5,79,B,QC,N,511
29255,26,3,18,1,20,1,20,2,0,7,0,0,0,0,0,0,0,19,18,20,20,B,AB,Y,814
29256,40,4,49,4,84,4,57,2,0,28,42,27,56,0,0,0,0,12,7,57,1,B,ON,N,970
29257,11,2,13,2,12,1,13,1,0,10,11,12,13,0,0,0,0,1,2,0,0,B,NB,Y,164
29258,76,4,44,3,34,3,62,3,0,31,16,14,22,32,19,13,26,13,9,7,14,G,QC,Y,131
29259,109,4,100,3,174,3,33,4,0,14,13,13,6,74,85,159,21,21,2,2,6,B,ON,N,7694
29260,31,5,18,4,49,5,34,6,1,11,3,4,10,6,0,24,2,14,15,21,22,B,ON,N,2299
29261,81,3,119,4,48,4,45,3,0,52,15,32,39,0,0,0,0,29,104,16,6,B,QC,N,647
29262,48,4,54,4,40,3,42,3,0,16,24,16,18,0,0,0,0,32,30,24,24,B,MB,N,2188
29264,88,3,227,3,200,5,190,2,0,2,16,7,1,85,208,185,189,1,3,8,0,G,AB,Y,7867
29265,223,3,139,2,414,3,294,4,0,0,0,0,1,216,136,412,284,7,3,2,9,G,AB,Y,10977
29266,141,3,107,3,104,3,207,3,0,84,93,88,109,47,9,2,93,10,5,14,5,B,QC,N,409
29267,187,2,193,3,179,3,218,2,0,3,0,0,0,184,182,155,215,0,11,24,3,B,AB,Y,4816
29268,196,3,155,3,322,3,277,4,0,0,0,0,1,194,149,319,268,2,6,3,8,G,ON,N,1962
29269,34,3,18,2,27,2,23,3,1,1,0,0,2,11,3,22,7,22,15,5,14,B,MB,Y,2230
29270,347,2,362,3,338,2,558,2,0,0,1,0,0,345,356,335,555,2,5,3,3,G,BC,Y,1941
29271,50,1,129,2,24,1,33,3,0,0,0,0,1,50,128,24,26,0,1,0,6,B,ON,N,4075
29272,1269,4,1901,5,1074,3,1312,2,0,0,0,0,0,1039,1878,1052,1306,230,23,22,6,O,ON,N,2080
29273,95,8,53,5,63,5,269,8,0,8,2,3,5,0,0,0,0,87,51,60,264,G,ON,Y,2738
